,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
data/train/27/00027_00006_00026.png,Watch for children,Pedestrian crossing,Uneven road surface,0.13176403939723969,0.12275295704603195,0.07412441074848175
data/train/27/00027_00007_00025.png,Watch for children,Uneven road surface,Bypass on right,0.14442463219165802,0.07245772331953049,0.0641925185918808
data/train/27/00027_00002_00002.png,Roadworks,Roundabout,General danger,0.14872625470161438,0.08629676699638367,0.0743158757686615
data/train/27/00027_00004_00010.png,Watch for children,General danger,Roadworks,0.07988759875297546,0.07775204628705978,0.06361570209264755
data/train/27/00027_00002_00003.png,Roundabout,Roadworks,Bypass on right,0.0875115841627121,0.07993989437818527,0.0705173909664154
data/train/27/00027_00002_00001.png,Roadworks,Watch for children,General danger,0.20443859696388245,0.09231657534837723,0.06231886148452759
data/train/27/00027_00000_00011.png,Watch for children,Uneven road surface,Pedestrian crossing,0.15035787224769592,0.12023250013589859,0.11921677738428116
data/train/27/00027_00007_00026.png,Watch for children,Pedestrian crossing,Uneven road surface,0.16299846768379211,0.08128883689641953,0.0803583413362503
data/train/27/00027_00002_00013.png,Roadworks,Watch for children,General danger,0.11141371726989746,0.10329311341047287,0.07754082977771759
data/train/27/00027_00001_00012.png,Watch for children,Pedestrian crossing,Roadworks,0.2051331251859665,0.07433540374040604,0.06512104719877243
data/train/27/00027_00000_00019.png,Pedestrian crossing,Uneven road surface,Watch for children,0.16018207371234894,0.1433471292257309,0.0759274810552597
data/train/27/00027_00002_00027.png,Uneven road surface,Watch for children,Bypass on right,0.10768280178308487,0.10081154108047485,0.07206875085830688
data/train/27/00027_00003_00024.png,Watch for children,Uneven road surface,Pedestrian crossing,0.1339527815580368,0.12004610151052475,0.06833083182573318
data/train/27/00027_00003_00017.png,Watch for children,Pedestrian crossing,Uneven road surface,0.18591316044330597,0.09031662344932556,0.08000297099351883
data/train/27/00027_00003_00007.png,Uneven road surface,Bypass on right,Bypass on left,0.0890824943780899,0.07512351870536804,0.06055140122771263
data/train/27/00027_00005_00002.png,General danger,Slippery when wet or dirty,Roadworks,0.1569071114063263,0.07247230410575867,0.06734372675418854
data/train/27/00027_00004_00004.png,Watch for children,Roadworks,General danger,0.12315776199102402,0.08115333318710327,0.07072813808917999
data/train/27/00027_00004_00005.png,Watch for children,General danger,Bypass on right,0.1396351158618927,0.06548936665058136,0.05493006110191345
data/train/27/00027_00004_00013.png,Watch for children,Pedestrian crossing,Do not enter,0.10370797663927078,0.08596086502075195,0.06535965949296951
data/train/27/00027_00003_00028.png,Watch for children,Pedestrian crossing,Uneven road surface,0.15323437750339508,0.11989527940750122,0.06935381889343262
data/train/27/00027_00001_00021.png,Uneven road surface,Watch for children,Pedestrian crossing,0.12629543244838715,0.12356998026371002,0.0716935470700264
data/train/27/00027_00002_00012.png,Watch for children,Uneven road surface,Roadworks,0.1038714051246643,0.08728183805942535,0.07885166257619858
data/train/27/00027_00002_00008.png,General danger,Watch for children,Priority Road,0.09097238630056381,0.06499668210744858,0.06263726204633713
data/train/27/00027_00002_00025.png,Watch for children,Uneven road surface,Slippery when wet or dirty,0.14200198650360107,0.11026563495397568,0.07735105603933334
data/train/27/00027_00006_00023.png,Roadworks,Bypass on right,Uneven road surface,0.08973677456378937,0.08829904347658157,0.08380963653326035
data/train/27/00027_00000_00016.png,Pedestrian crossing,Uneven road surface,Roundabout,0.1296669840812683,0.09693657606840134,0.09128259867429733
data/train/27/00027_00001_00026.png,Uneven road surface,Pedestrian crossing,Watch for children,0.1072947159409523,0.07525835931301117,0.06788556277751923
data/train/27/00027_00001_00009.png,Watch for children,Road narrows,Roundabout,0.07007206231355667,0.0616770014166832,0.05718766152858734
data/train/27/00027_00000_00008.png,Watch for children,Pedestrian crossing,Uneven road surface,0.1794780194759369,0.10735780745744705,0.08087547868490219
data/train/27/00027_00004_00014.png,Watch for children,Pedestrian crossing,General danger,0.23843227326869965,0.17096436023712158,0.07082515954971313
data/train/27/00027_00001_00024.png,Uneven road surface,Pedestrian crossing,Watch for children,0.10039197653532028,0.09496621787548065,0.08271196484565735
data/train/27/00027_00007_00004.png,Roadworks,General danger,Bypass on right,0.13704966008663177,0.08391815423965454,0.07622741162776947
data/train/27/00027_00003_00026.png,Watch for children,Uneven road surface,Pedestrian crossing,0.11693752557039261,0.08605772256851196,0.07127635180950165
data/train/27/00027_00006_00027.png,Watch for children,Pedestrian crossing,Uneven road surface,0.13635243475437164,0.09835344552993774,0.0897313579916954
data/train/27/00027_00007_00018.png,Watch for children,Uneven road surface,Bypass on right,0.11926669627428055,0.07337360084056854,0.06973929703235626
data/train/27/00027_00002_00019.png,Watch for children,Uneven road surface,Priority Road,0.1036076471209526,0.0944535881280899,0.07606862485408783
data/train/27/00027_00000_00023.png,Pedestrian crossing,Watch for children,Uneven road surface,0.17620481550693512,0.11899532377719879,0.09660422056913376
data/train/27/00027_00007_00000.png,General danger,Roadworks,Watch for children,0.11814228445291519,0.050496045500040054,0.047809697687625885
data/train/27/00027_00003_00011.png,Uneven road surface,Watch for children,Bypass on right,0.10775592923164368,0.08765174448490143,0.06597726047039032
data/train/27/00027_00007_00019.png,Watch for children,Uneven road surface,Bypass on right,0.12801174819469452,0.08390861004590988,0.058870214968919754
data/train/27/00027_00007_00017.png,Watch for children,Roadworks,General danger,0.17586596310138702,0.06420305371284485,0.058304544538259506
data/train/27/00027_00005_00026.png,Watch for children,Uneven road surface,General danger,0.08221086114645004,0.07822830229997635,0.06736759096384048
data/train/27/00027_00000_00009.png,Pedestrian crossing,Watch for children,Uneven road surface,0.12008200585842133,0.10096385329961777,0.09493689984083176
data/train/27/00027_00006_00000.png,Roadworks,Watch for children,General danger,0.09435457736253738,0.0775793269276619,0.07087916880846024
data/train/27/00027_00006_00014.png,Watch for children,General danger,Pedestrian crossing,0.11456222087144852,0.07373169809579849,0.06317441910505295
data/train/27/00027_00005_00022.png,Watch for children,Uneven road surface,General danger,0.08315611630678177,0.07031114399433136,0.0699177086353302
data/train/27/00027_00001_00025.png,Watch for children,Uneven road surface,Pedestrian crossing,0.09627652913331985,0.09574436396360397,0.07393162697553635
data/train/27/00027_00003_00015.png,Bypass on left,Bypass on right,Roundabout,0.08374826610088348,0.0744486153125763,0.06198173016309738
data/train/27/00027_00007_00003.png,General danger,Roadworks,Bypass on right,0.11174851655960083,0.10960591584444046,0.059211358428001404
data/train/27/00027_00000_00020.png,Pedestrian crossing,Uneven road surface,Watch for children,0.16271361708641052,0.12450914829969406,0.07207934558391571
data/train/27/00027_00001_00011.png,Watch for children,Pedestrian crossing,Roadworks,0.22126132249832153,0.0648215115070343,0.050555698573589325
data/train/27/00027_00005_00000.png,General danger,Ahead only,Road narrows,0.0896429792046547,0.05722025781869888,0.05085645616054535
data/train/27/00027_00005_00015.png,Uneven road surface,Bypass on right,Watch for children,0.08524485677480698,0.08294615894556046,0.06580807268619537
data/train/27/00027_00004_00029.png,Bypass on right,Bypass on left,Roadworks,0.11402950435876846,0.09186431765556335,0.06883837282657623
data/train/27/00027_00001_00002.png,Roundabout,Bypass on right,Watch for children,0.11495824158191681,0.09885478019714355,0.07313241809606552
data/train/27/00027_00001_00029.png,General danger,Bypass on left,Bypass on right,0.07868795096874237,0.05962015688419342,0.05933461710810661
data/train/27/00027_00002_00009.png,Bypass on right,Uneven road surface,Watch for children,0.07606422156095505,0.0648171678185463,0.06105080991983414
data/train/27/00027_00001_00018.png,Watch for children,Uneven road surface,Pedestrian crossing,0.1611478179693222,0.08350422233343124,0.07538051158189774
data/train/27/00027_00001_00017.png,Watch for children,Uneven road surface,Pedestrian crossing,0.17597489058971405,0.07855147123336792,0.07571732997894287
data/train/27/00027_00005_00011.png,Bypass on right,Bypass on left,Roadworks,0.08997298777103424,0.06757225096225739,0.06728518754243851
data/train/27/00027_00006_00009.png,General danger,Do not enter,Watch for children,0.0999026894569397,0.07044332474470139,0.054124824702739716
data/train/27/00027_00007_00008.png,General danger,Watch for children,Roadworks,0.09456872940063477,0.08952152729034424,0.06425134092569351
data/train/27/00027_00005_00014.png,Uneven road surface,Watch for children,Bypass on right,0.0900457426905632,0.06644421070814133,0.06328359246253967
data/train/27/00027_00000_00026.png,Pedestrian crossing,Watch for children,Uneven road surface,0.2033485472202301,0.10338593274354935,0.08016245067119598
data/train/27/00027_00002_00007.png,Uneven road surface,Roadworks,General danger,0.09552343189716339,0.08021816611289978,0.07794848829507828
data/train/27/00027_00000_00025.png,Pedestrian crossing,Watch for children,Uneven road surface,0.1954140067100525,0.10635139793157578,0.10285895317792892
data/train/27/00027_00006_00021.png,Watch for children,Pedestrian crossing,Roadworks,0.12492089718580246,0.12101607024669647,0.05498535558581352
data/train/27/00027_00007_00007.png,Roadworks,Uneven road surface,Watch for children,0.09550315886735916,0.0859546884894371,0.07068147510290146
