,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
data/train/37/00037_00003_00022.png,Bypass on right,Roundabout,Bypass on left,0.1054965928196907,0.10419753938913345,0.09232271462678909
data/train/37/00037_00001_00009.png,Roundabout,Bypass on right,Bypass on left,0.13377685844898224,0.06679876893758774,0.05884186550974846
data/train/37/00037_00005_00013.png,Turn right ahead,Bypass on right,Turn left ahead,0.10849692672491074,0.09340077638626099,0.08205225318670273
data/train/37/00037_00006_00028.png,Bypass on left,Bypass on right,Roundabout,0.18544094264507294,0.159337118268013,0.08645346015691757
data/train/37/00037_00003_00011.png,Roundabout,Watch for children,Road narrows,0.09357131272554398,0.05122915282845497,0.04945262521505356
data/train/37/00037_00005_00000.png,Turn right ahead,Ahead or turn left only,Ahead or turn right only,0.14775706827640533,0.11260851472616196,0.09963668137788773
data/train/37/00037_00002_00019.png,Roundabout,Bypass on right,Bypass on left,0.12965774536132812,0.09372694790363312,0.08926480263471603
data/train/37/00037_00000_00008.png,General danger,End maximum speed 80,Roundabout,0.08698994666337967,0.059880610555410385,0.04478106275200844
data/train/37/00037_00006_00011.png,Bypass on right,Bypass on left,Roundabout,0.13276508450508118,0.13104625046253204,0.09281870722770691
data/train/37/00037_00001_00022.png,Turn right ahead,Bypass on right,Bypass on left,0.10351727157831192,0.10312510281801224,0.09724918752908707
data/train/37/00037_00002_00013.png,Roundabout,Watch for children,Bypass on right,0.15471011400222778,0.09999968856573105,0.08242711424827576
data/train/37/00037_00002_00017.png,Watch for children,Bypass on right,Bypass on left,0.18474791944026947,0.07862239331007004,0.05971609801054001
data/train/37/00037_00006_00020.png,Bypass on left,Bypass on right,Roundabout,0.275777667760849,0.2337220311164856,0.04966576397418976
data/train/37/00037_00001_00016.png,Roundabout,Bypass on right,Bypass on left,0.11669154465198517,0.1056845560669899,0.0989532619714737
data/train/37/00037_00003_00017.png,Roundabout,Curve left,Double curve,0.11764073371887207,0.04400358721613884,0.04102008044719696
data/train/37/00037_00006_00018.png,Bypass on left,Bypass on right,Turn right ahead,0.11880872398614883,0.1118977963924408,0.06301560997962952
data/train/37/00037_00003_00001.png,General danger,Roundabout,Pedestrian crossing,0.059617649763822556,0.05395033210515976,0.045202888548374176
data/train/37/00037_00000_00010.png,General danger,End maximum speed 80,Roundabout,0.06165246665477753,0.054636478424072266,0.04185514152050018
data/train/37/00037_00000_00014.png,Watch for children,General danger,Roundabout,0.0652240663766861,0.06491837650537491,0.049844756722450256
data/train/37/00037_00005_00024.png,Turn right ahead,Turn left ahead,Roundabout,0.14937777817249298,0.11827713251113892,0.08432209491729736
data/train/37/00037_00002_00018.png,Turn right ahead,Ahead or turn left only,Ahead or turn right only,0.11220311373472214,0.09030470997095108,0.08645844459533691
data/train/37/00037_00006_00017.png,Bypass on left,Bypass on right,Roundabout,0.13879559934139252,0.13633449375629425,0.07301553338766098
data/train/37/00037_00005_00009.png,Roundabout,Turn right ahead,Watch for children,0.10997898876667023,0.09814362972974777,0.08878926932811737
data/train/37/00037_00002_00028.png,Bypass on left,Bypass on right,Roundabout,0.14123769104480743,0.11853638291358948,0.06948936730623245
data/train/37/00037_00006_00025.png,Bypass on left,Bypass on right,Roundabout,0.18107937276363373,0.15083244442939758,0.07111188769340515
data/train/37/00037_00002_00021.png,Roundabout,Bypass on right,Bypass on left,0.1257045567035675,0.11128270626068115,0.10770594328641891
data/train/37/00037_00006_00002.png,Bypass on right,Bypass on left,Uneven road surface,0.12472116947174072,0.10209311544895172,0.08904992043972015
data/train/37/00037_00000_00027.png,Ahead only,Roundabout,Watch for children,0.07490524649620056,0.07285019755363464,0.055964209139347076
data/train/37/00037_00003_00028.png,Turn right ahead,Turn left ahead,Ahead or turn left only,0.12084392458200455,0.086671844124794,0.07924624532461166
data/train/37/00037_00006_00019.png,Bypass on left,Bypass on right,Uneven road surface,0.16774268448352814,0.14650212228298187,0.08223261684179306
data/train/37/00037_00006_00008.png,Bypass on left,Bypass on right,Uneven road surface,0.15661750733852386,0.14817899465560913,0.08663803339004517
data/train/37/00037_00004_00012.png,Bypass on right,Bypass on left,Roundabout,0.09919378161430359,0.07991923391819,0.047373976558446884
data/train/37/00037_00001_00019.png,Roundabout,Bypass on right,Turn right ahead,0.11457773298025131,0.09619159251451492,0.08073306828737259
data/train/37/00037_00000_00026.png,Watch for children,Roundabout,Ahead only,0.08810442686080933,0.06352899223566055,0.05548785999417305
data/train/37/00037_00005_00023.png,Turn right ahead,Turn left ahead,Ahead or turn left only,0.1683323085308075,0.13677021861076355,0.09581229835748672
data/train/37/00037_00001_00014.png,Roundabout,Bypass on left,Bypass on right,0.12852218747138977,0.07591861486434937,0.07255557179450989
data/train/37/00037_00006_00026.png,Bypass on left,Bypass on right,Turn right ahead,0.18347693979740143,0.15185841917991638,0.07874765247106552
data/train/37/00037_00000_00003.png,General danger,Watch for children,End maximum speed 80,0.0939105898141861,0.09085111320018768,0.049507513642311096
data/train/37/00037_00005_00026.png,Turn right ahead,Bypass on left,Bypass on right,0.11029339581727982,0.09817934036254883,0.08570805191993713
