,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00001_00017.png,Bypass_on_left,Bypass_on_right,Uneven_road_surface,0.1207142323255539,0.0888788104057312,0.07478351891040802
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00004_00008.png,General_danger,Roadworks,Heavy_Vehicles_prohibited,0.13447150588035583,0.05865869298577309,0.05492153763771057
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00008_00014.png,Bypass_on_left,Bypass_on_right,Watch_for_children,0.13532309234142303,0.09790854901075363,0.08530521392822266
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00018_00019.png,Bypass_on_left,Bypass_on_right,General_danger,0.13533620536327362,0.09353961050510406,0.07063218206167221
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00019_00029.png,Bypass_on_left,Bypass_on_right,Cattle,0.16420885920524597,0.11603756994009018,0.09636306017637253
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00024_00017.png,General_danger,Uneven_road_surface,Heavy_Vehicles_prohibited,0.11604341864585876,0.08135837316513062,0.07102838903665543
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00017_00003.png,General_danger,Uneven_road_surface,Bypass_on_left,0.10943953692913055,0.08057830482721329,0.07301697880029678
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00020_00025.png,Bypass_on_left,Bypass_on_right,Roundabout,0.20456992089748383,0.13213469088077545,0.08301647752523422
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00000_00017.png,Bypass_on_left,Bypass_on_right,Uneven_road_surface,0.1580398678779602,0.10997076332569122,0.06299138069152832
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00022_00009.png,General_danger,Bypass_on_left,Road_narrows,0.0914526954293251,0.06984104961156845,0.05898168683052063
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00014_00022.png,Bypass_on_left,Bypass_on_right,Roundabout,0.11094982177019119,0.08061408996582031,0.05930972844362259
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00010_00016.png,General_danger,Bypass_on_left,Bypass_on_right,0.158869668841362,0.11899197101593018,0.07692024111747742
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/31/00031_00001_00022.png,Bypass_on_left,Bypass_on_right,Roundabout,0.21291987597942352,0.13426178693771362,0.07533472031354904
