,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
data/train/32/00032_00007_00029.png,End of no passing zone,Heavy Vehicles prohibited,Double curve,0.10721085965633392,0.08091681450605392,0.052154216915369034
data/train/32/00032_00000_00023.png,End of no passing zone,Bypass on right,Bypass on left,0.062446773052215576,0.05767082795500755,0.04251731187105179
data/train/32/00032_00004_00023.png,Watch for children,Bypass on right,Road narrows,0.10559190809726715,0.045584261417388916,0.04400751739740372
data/train/32/00032_00004_00025.png,Watch for children,Double curve,Road narrows,0.09274480491876602,0.056968655437231064,0.04563551023602486
data/train/32/00032_00001_00006.png,Roadworks,End of no passing zone,End maximum speed 80,0.047996338456869125,0.04556378349661827,0.043384160846471786
data/train/32/00032_00001_00021.png,End of no passing zone,Ahead or turn right only,Curve left,0.04281240701675415,0.04169251024723053,0.041236184537410736
data/train/32/00032_00003_00009.png,End of no passing zone,End of all restrictions,End maximum speed 80,0.05628672614693642,0.043100837618112564,0.042963359504938126
data/train/32/00032_00007_00024.png,Watch for children,Roundabout,End of no passing zone,0.06412386894226074,0.06376796960830688,0.060524649918079376
data/train/32/00032_00002_00028.png,End maximum speed 80,Maximum speed 20,Maximum speed 120,0.05881689861416817,0.0533880740404129,0.046645376831293106
data/train/32/00032_00003_00000.png,Traffic signals ahead,Maximum speed 20,Maximum speed 70,0.060479965060949326,0.04622174799442291,0.041483353823423386
data/train/32/00032_00003_00002.png,Maximum speed 20,Maximum speed 70,Maximum speed 30,0.06979192793369293,0.06497956812381744,0.06047504022717476
data/train/32/00032_00005_00021.png,End of no passing zone,Cattle,Road narrows,0.04345932602882385,0.042864780873060226,0.042577311396598816
data/train/32/00032_00005_00009.png,End of no passing zone,Do not enter,Traffic signals ahead,0.06026700511574745,0.04237588867545128,0.03802856057882309
data/train/32/00032_00002_00025.png,End maximum speed 80,Maximum speed 70,Maximum speed 120,0.05906537175178528,0.04760505631566048,0.04667600989341736
data/train/32/00032_00004_00018.png,End of all restrictions,End of no passing zone,Ahead or turn left only,0.04904899373650551,0.04685477167367935,0.04402144253253937
data/train/32/00032_00005_00025.png,Road narrows,End of no passing zone,Heavy Vehicles prohibited,0.04627113789319992,0.041144903749227524,0.038901083171367645
data/train/32/00032_00005_00026.png,Watch for children,Roundabout,Heavy Vehicles prohibited,0.05437265336513519,0.05081610754132271,0.0444946251809597
data/train/32/00032_00003_00001.png,End maximum speed 80,Maximum speed 70,Maximum speed 20,0.056750282645225525,0.04354449734091759,0.04108666256070137
data/train/32/00032_00005_00029.png,Heavy Vehicles prohibited,End of no passing zone,Watch for children,0.07096374779939651,0.05012407898902893,0.04450099170207977
data/train/32/00032_00003_00022.png,Roadworks,End of all restrictions,Road narrows,0.05442507937550545,0.05148167163133621,0.04745808243751526
data/train/32/00032_00006_00016.png,End of no passing zone,Do not enter,End of all restrictions,0.09372823685407639,0.05182873085141182,0.05050225555896759
data/train/32/00032_00004_00029.png,Road narrows,Double curve,Bypass on right,0.06520615518093109,0.06123261898756027,0.05248573422431946
data/train/32/00032_00007_00006.png,End of no passing zone,End of all restrictions,General danger,0.05382011830806732,0.04938529059290886,0.04230186715722084
data/train/32/00032_00002_00021.png,Watch for children,Turn right ahead,End maximum speed 80,0.0535709448158741,0.0482516847550869,0.044185686856508255
data/train/32/00032_00006_00006.png,Heavy Vehicles prohibited,End maximum speed 80,Priority,0.08005261421203613,0.047275610268116,0.045041151344776154
data/train/32/00032_00002_00029.png,Turn right ahead,Watch for children,Double curve,0.05229991301894188,0.04564264416694641,0.04306244105100632
data/train/32/00032_00004_00002.png,Maximum speed 20,Priority,Priority Road,0.04267711937427521,0.03786439076066017,0.03732040151953697
data/train/32/00032_00003_00011.png,End maximum speed 80,End of no passing zone,Do not enter,0.0483141727745533,0.04563818871974945,0.038700949400663376
data/train/32/00032_00005_00028.png,Road narrows,Roadworks,End of no passing zone,0.05079628899693489,0.050053615123033524,0.04800086095929146
data/train/32/00032_00004_00016.png,End of no passing zone,End of all restrictions,Heavy Vehicles prohibited,0.06785881519317627,0.04910702630877495,0.04620989412069321
data/train/32/00032_00007_00019.png,End of no passing zone,Double curve,Road narrows,0.07453736662864685,0.0689484179019928,0.04804093390703201
data/train/32/00032_00003_00014.png,Watch for children,End of no passing zone,Do not enter,0.08752977102994919,0.08468107879161835,0.07904579490423203
data/train/32/00032_00004_00001.png,Maximum speed 20,Maximum speed 70,End maximum speed 80,0.04987892135977745,0.046814385801553726,0.04622655361890793
data/train/32/00032_00000_00028.png,Watch for children,Pedestrian crossing,End of no passing zone,0.08177759498357773,0.06298128515481949,0.06022660434246063
data/train/32/00032_00006_00005.png,End maximum speed 80,Maximum speed 70,Priority,0.05309567227959633,0.05014270544052124,0.048997972160577774
data/train/32/00032_00001_00017.png,End of no passing zone,Maximum speed 20,End maximum speed 80,0.042132508009672165,0.040144119411706924,0.03921141475439072
