,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00000_00009.png,End maximum speed 80,Maximum speed 20,Maximum speed 80,0.05817631259560585,0.04363550245761871,0.04167073592543602
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00012_00010.png,Maximum speed 20,Maximum speed 50,No passing,0.055530011653900146,0.0553896427154541,0.04989921301603317
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00004_00020.png,End maximum speed 80,Maximum speed 50,Maximum speed 60,0.17835630476474762,0.16765445470809937,0.15817475318908691
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00001_00014.png,End maximum speed 80,Maximum speed 80,Maximum speed 50,0.12106677144765854,0.08388321846723557,0.08055146783590317
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00012_00020.png,Maximum speed 50,Maximum speed 60,Maximum speed 80,0.09693892300128937,0.083409883081913,0.07694608718156815
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00003_00003.png,Maximum speed 20,Maximum speed 100,Maximum speed 50,0.06270825117826462,0.05835616588592529,0.05053899437189102
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00009_00005.png,Traffic signals ahead,Watch for children,End maximum speed 80,0.08112107217311859,0.06623106449842453,0.045659203082323074
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00005_00022.png,Maximum speed 80,Maximum speed 60,Maximum speed 50,0.17816083133220673,0.17255724966526031,0.17153865098953247
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00008_00017.png,Watch for children,Traffic signals ahead,Cattle,0.07463324815034866,0.04734043776988983,0.0433666929602623
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00003_00014.png,End maximum speed 80,Maximum speed 80,Maximum speed 30,0.14946088194847107,0.09110362827777863,0.08267217874526978
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00005_00020.png,End maximum speed 80,Maximum speed 60,Maximum speed 80,0.17540766298770905,0.15884163975715637,0.15819582343101501
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00000_00025.png,End maximum speed 80,Maximum speed 80,Maximum speed 50,0.1247057095170021,0.11236456781625748,0.09925864636898041
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00002_00016.png,Traffic signals ahead,Watch for children,No passing,0.11406933516263962,0.05616132542490959,0.0392787791788578
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00007_00001.png,Maximum speed 20,End maximum speed 80,Maximum speed 70,0.0481562465429306,0.04608222842216492,0.04534140229225159
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00013_00019.png,Maximum speed 50,End maximum speed 80,Maximum speed 80,0.08857153356075287,0.08779765665531158,0.0842856615781784
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00006_00027.png,Watch for children,End maximum speed 80,Maximum speed 80,0.17224079370498657,0.12204316258430481,0.09166379272937775
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00009_00029.png,End maximum speed 80,Roundabout,Heavy Vehicles prohibited,0.0789538323879242,0.07187210023403168,0.05513905733823776
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00004_00013.png,Watch for children,End maximum speed 80,Heavy Vehicles prohibited,0.18684016168117523,0.06417989730834961,0.05705328658223152
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00010_00016.png,Heavy Vehicles prohibited,Watch for children,End maximum speed 80,0.0822661891579628,0.07244750112295151,0.05971269682049751
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/6/00006_00004_00006.png,Watch for children,End maximum speed 80,Maximum speed 30,0.1037711650133133,0.0669986829161644,0.04461491107940674
