,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
data/train/41/00041_00004_00007.png,Watch for children,Maximum speed 20,Maximum speed 70,0.08423803001642227,0.05977793037891388,0.05787116289138794
data/train/41/00041_00001_00024.png,Heavy Vehicles prohibited,End of no passing zone,Do not enter,0.13682898879051208,0.06342225521802902,0.05243987962603569
data/train/41/00041_00001_00017.png,Do not enter,No passing,Maximum speed 20,0.062316592782735825,0.06188461557030678,0.05823121219873428
data/train/41/00041_00006_00015.png,Maximum speed 120,Maximum speed 20,End of no passing zone,0.05548859015107155,0.0486648790538311,0.04556416720151901
data/train/41/00041_00005_00014.png,Heavy Vehicles prohibited,Watch for children,Priority Road,0.07689177244901657,0.05610734596848488,0.044026900082826614
data/train/41/00041_00000_00007.png,Do not enter,Maximum speed 20,General danger,0.048561129719018936,0.04727507382631302,0.044622331857681274
data/train/41/00041_00000_00016.png,Watch for children,Heavy Vehicles prohibited,Cattle,0.12503091990947723,0.08725019544363022,0.05796660855412483
data/train/41/00041_00000_00003.png,Do not enter,End maximum speed 80,Maximum speed 20,0.047611720860004425,0.047386493533849716,0.04648458585143089
data/train/41/00041_00003_00001.png,End maximum speed 80,General danger,Do not enter,0.05135411396622658,0.04806812107563019,0.04784347489476204
data/train/41/00041_00006_00001.png,Maximum speed 70,Maximum speed 20,Maximum speed 120,0.05667639523744583,0.0556059405207634,0.05542847141623497
data/train/41/00041_00001_00013.png,Roundabout,Watch for children,Maximum speed 20,0.049063801765441895,0.044128481298685074,0.04318219795823097
data/train/41/00041_00006_00016.png,Maximum speed 120,Maximum speed 20,Maximum speed 70,0.08746713399887085,0.07475868612527847,0.06785674393177032
data/train/41/00041_00001_00020.png,Watch for children,Traffic signals ahead,No passing,0.45120081305503845,0.038735564798116684,0.024818340316414833
data/train/41/00041_00005_00013.png,Watch for children,Maximum speed 20,Maximum speed 70,0.22849492728710175,0.04945773631334305,0.04750139266252518
data/train/41/00041_00002_00004.png,Watch for children,End maximum speed 80,Maximum speed 20,0.0700923427939415,0.054210394620895386,0.04860334098339081
data/train/41/00041_00003_00009.png,End of no passing zone,General danger,Roundabout,0.051153313368558884,0.03720684349536896,0.036070019006729126
data/train/41/00041_00002_00005.png,Heavy Vehicles prohibited,General danger,Watch for children,0.10968610644340515,0.062479741871356964,0.052784696221351624
data/train/41/00041_00000_00027.png,Watch for children,Roundabout,Maximum speed 120,0.28628218173980713,0.10026322305202484,0.05117097124457359
data/train/41/00041_00006_00017.png,Maximum speed 120,Maximum speed 20,Maximum speed 70,0.06289204955101013,0.053044628351926804,0.04531767964363098
data/train/41/00041_00001_00018.png,Watch for children,Maximum speed 20,Heavy Vehicles prohibited,0.07817890495061874,0.05221693217754364,0.043843433260917664
data/train/41/00041_00006_00026.png,Maximum speed 120,Maximum speed 20,Maximum speed 100,0.08247451484203339,0.06374935805797577,0.054570894688367844
data/train/41/00041_00002_00016.png,Traffic signals ahead,General danger,No passing,0.05921758711338043,0.057534195482730865,0.05098569765686989
data/train/41/00041_00004_00024.png,Watch for children,Heavy Vehicles prohibited,End maximum speed 80,0.14624753594398499,0.08600761741399765,0.05516805872321129
data/train/41/00041_00001_00029.png,Watch for children,End maximum speed 80,Traffic signals ahead,0.34351465106010437,0.0501069612801075,0.028092022985219955
data/train/41/00041_00001_00004.png,End of no passing zone,Watch for children,Maximum speed 70,0.045281000435352325,0.04428939148783684,0.04340550675988197
data/train/41/00041_00007_00010.png,Watch for children,End of no passing zone,Roundabout,0.04934724420309067,0.04759674519300461,0.04639406502246857
data/train/41/00041_00005_00018.png,Heavy Vehicles prohibited,End of no passing zone,No passing,0.11791026592254639,0.06403239816427231,0.05338772013783455
data/train/41/00041_00005_00010.png,Heavy Vehicles prohibited,Watch for children,Priority Road,0.09865826368331909,0.05152213200926781,0.03861789032816887
data/train/41/00041_00003_00029.png,End of no passing zone,Roundabout,Ahead or turn right only,0.06007158011198044,0.05381578207015991,0.04802761971950531
data/train/41/00041_00000_00018.png,Watch for children,Roundabout,End of no passing zone,0.2558930516242981,0.08278179168701172,0.047928616404533386
data/train/41/00041_00002_00028.png,Watch for children,Pedestrian crossing,Maximum speed 120,0.1806703507900238,0.09673428535461426,0.04171088710427284
data/train/41/00041_00007_00025.png,Watch for children,Maximum speed 20,Turn right ahead,0.17655503749847412,0.04841037094593048,0.0387255996465683
data/train/41/00041_00006_00029.png,Pedestrian crossing,Maximum speed 120,Maximum speed 20,0.08239224553108215,0.06265716999769211,0.05795757845044136
data/train/41/00041_00000_00026.png,Roundabout,Watch for children,Maximum speed 120,0.1438368707895279,0.1355026513338089,0.05577440187335014
data/train/41/00041_00004_00013.png,Heavy Vehicles prohibited,Watch for children,Bypass on right,0.07606988400220871,0.06220804899930954,0.05679858848452568
data/train/41/00041_00002_00029.png,Roundabout,Curve left,Pedestrian crossing,0.08991005271673203,0.046730298548936844,0.04505990818142891
data/train/41/00041_00005_00015.png,Heavy Vehicles prohibited,Priority Road,Do not enter,0.1434432715177536,0.04684430733323097,0.04413223639130592
data/train/41/00041_00000_00010.png,Maximum speed 70,Maximum speed 20,End maximum speed 80,0.07822553813457489,0.07753007858991623,0.07508827745914459
data/train/41/00041_00000_00024.png,Roundabout,End of no passing zone,Heavy Vehicles prohibited,0.08368193358182907,0.0755530446767807,0.06861204653978348
