,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
data/train/28/00028_00015_00014.png,Watch for children,Roundabout,Roadworks,0.27801647782325745,0.06258852779865265,0.061003658920526505
data/train/28/00028_00000_00003.png,Roadworks,Watch for children,Bypass on right,0.1502888798713684,0.09970465302467346,0.0725688487291336
data/train/28/00028_00000_00009.png,Roadworks,Watch for children,Bypass on right,0.12475048750638962,0.09148098528385162,0.07077629119157791
data/train/28/00028_00011_00002.png,General danger,Slippery when wet or dirty,Roadworks,0.12070158869028091,0.06476717442274094,0.06431391835212708
data/train/28/00028_00010_00004.png,Watch for children,General danger,Pedestrian crossing,0.11945172399282455,0.09268549829721451,0.05870763957500458
data/train/28/00028_00006_00015.png,Watch for children,General danger,Roadworks,0.3074457347393036,0.07254082709550858,0.05806804075837135
data/train/28/00028_00014_00003.png,Watch for children,Roadworks,Slippery when wet or dirty,0.30792954564094543,0.09086525440216064,0.07027686387300491
data/train/28/00028_00005_00027.png,Uneven road surface,Bypass on right,Bypass on left,0.10916246473789215,0.10269740968942642,0.099636510014534
data/train/28/00028_00002_00001.png,General danger,Roadworks,End of all restrictions,0.11756394803524017,0.0758819729089737,0.0638263076543808
data/train/28/00028_00012_00011.png,Roadworks,General danger,Road narrows,0.10413792729377747,0.09824439138174057,0.06754447519779205
data/train/28/00028_00000_00016.png,General danger,Watch for children,Roadworks,0.11446336656808853,0.08593472093343735,0.07428637892007828
data/train/28/00028_00005_00008.png,Watch for children,Roadworks,Uneven road surface,0.18634891510009766,0.12008526176214218,0.10298075526952744
data/train/28/00028_00005_00010.png,Bypass on right,Bypass on left,Roadworks,0.16792915761470795,0.16482001543045044,0.08200589567422867
data/train/28/00028_00004_00019.png,Roadworks,Watch for children,Pedestrian crossing,0.16308286786079407,0.13586221635341644,0.12284386903047562
data/train/28/00028_00012_00010.png,Roadworks,General danger,Bypass on right,0.10627966374158859,0.07961148023605347,0.06426765769720078
data/train/28/00028_00008_00028.png,Watch for children,Roundabout,Bypass on right,0.391799658536911,0.05682085454463959,0.04973806440830231
data/train/28/00028_00007_00021.png,Uneven road surface,Watch for children,Bypass on left,0.12165836244821548,0.06802739202976227,0.06629277765750885
data/train/28/00028_00013_00002.png,Watch for children,Roundabout,Bypass on right,0.18307217955589294,0.045633066445589066,0.04203939437866211
data/train/28/00028_00011_00010.png,Bypass on right,General danger,Road narrows,0.07768326997756958,0.06548528373241425,0.060161251574754715
data/train/28/00028_00013_00000.png,Watch for children,Roundabout,Road narrows,0.07202915847301483,0.05832364782691002,0.049498070031404495
data/train/28/00028_00011_00022.png,Snow,Uneven road surface,Bypass on right,0.11586792767047882,0.08456956595182419,0.07546043395996094
data/train/28/00028_00017_00005.png,Roadworks,Bypass on right,General danger,0.09790315479040146,0.0847012996673584,0.07724153250455856
data/train/28/00028_00003_00015.png,Watch for children,Roadworks,Pedestrian crossing,0.44497150182724,0.07714561372995377,0.05998259037733078
data/train/28/00028_00006_00014.png,Watch for children,Roadworks,Priority Road,0.22688372433185577,0.067861407995224,0.06152766942977905
data/train/28/00028_00012_00029.png,General danger,Bypass on right,Road narrows,0.07187724858522415,0.06074506789445877,0.059573329985141754
data/train/28/00028_00009_00008.png,Watch for children,General danger,Uneven road surface,0.13901546597480774,0.07391312718391418,0.06723810732364655
data/train/28/00028_00002_00025.png,Watch for children,General danger,Pedestrian crossing,0.6213997006416321,0.050357021391391754,0.045453015714883804
data/train/28/00028_00011_00013.png,Watch for children,General danger,Roadworks,0.11977018415927887,0.0824078768491745,0.06652852147817612
data/train/28/00028_00002_00017.png,Watch for children,General danger,Roadworks,0.7606845498085022,0.03496149927377701,0.02712158113718033
data/train/28/00028_00008_00006.png,Watch for children,Roadworks,General danger,0.39757081866264343,0.10214514285326004,0.05280594527721405
data/train/28/00028_00010_00028.png,Uneven road surface,General danger,Watch for children,0.08776651322841644,0.08739733695983887,0.07404198497533798
data/train/28/00028_00012_00028.png,Bicycle crossing,Watch for children,Uneven road surface,0.0789944976568222,0.07869913429021835,0.05499662831425667
data/train/28/00028_00008_00021.png,Watch for children,Uneven road surface,Pedestrian crossing,0.4431893229484558,0.06716808676719666,0.06137950345873833
data/train/28/00028_00015_00001.png,Watch for children,Roundabout,End maximum speed 80,0.4364827275276184,0.053757019340991974,0.04084052890539169
data/train/28/00028_00002_00029.png,Watch for children,Pedestrian crossing,General danger,0.5051030516624451,0.0871967300772667,0.046828560531139374
data/train/28/00028_00006_00010.png,General danger,Road narrows,Watch for children,0.07008019834756851,0.06947517395019531,0.05815085396170616
data/train/28/00028_00002_00019.png,Watch for children,General danger,Roadworks,0.5640469193458557,0.07680044323205948,0.050426747649908066
data/train/28/00028_00014_00027.png,Watch for children,Pedestrian crossing,Uneven road surface,0.3062323033809662,0.1382257342338562,0.06422652304172516
data/train/28/00028_00008_00014.png,Watch for children,Uneven road surface,Pedestrian crossing,0.17723479866981506,0.12982414662837982,0.09566646069288254
data/train/28/00028_00016_00018.png,Watch for children,Roadworks,General danger,0.3587689995765686,0.06939788907766342,0.053640857338905334
data/train/28/00028_00008_00026.png,Watch for children,Bypass on right,Roundabout,0.3656054735183716,0.055073656141757965,0.052440110594034195
data/train/28/00028_00000_00011.png,General danger,Roadworks,Watch for children,0.1272686868906021,0.0730120837688446,0.06147155538201332
data/train/28/00028_00007_00029.png,Watch for children,Uneven road surface,Priority Road,0.21436944603919983,0.07734061777591705,0.05993542820215225
data/train/28/00028_00009_00014.png,Uneven road surface,General danger,Watch for children,0.08363980054855347,0.07705582678318024,0.06794007867574692
data/train/28/00028_00014_00014.png,Watch for children,Pedestrian crossing,Roadworks,0.1748414933681488,0.11347722262144089,0.08273779600858688
data/train/28/00028_00009_00002.png,General danger,Slippery when wet or dirty,Roadworks,0.1154903843998909,0.06434472650289536,0.04316597804427147
data/train/28/00028_00006_00007.png,Watch for children,Roadworks,General danger,0.10234042257070541,0.09441322088241577,0.0901089683175087
data/train/28/00028_00001_00010.png,Watch for children,Roadworks,Bypass on right,0.10875427722930908,0.108157679438591,0.09322850406169891
