,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00053_00005.png,Maximum_speed_50,Maximum_speed_30,Maximum_speed_60,0.19867292046546936,0.17140860855579376,0.16578038036823273
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00028_00016.png,Maximum_speed_30,End_maximum_speed_80,Maximum_speed_60,0.1604485958814621,0.1393182873725891,0.13118582963943481
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00070_00006.png,Pass_by_on_left,Maximum_speed_120,Pass_by_on_right,0.086552694439888,0.06201045960187912,0.052766501903533936
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00014_00017.png,Maximum_speed_120,Maximum_speed_20,Maximum_speed_70,0.1622006595134735,0.1224927082657814,0.11444088071584702
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00061_00029.png,Heavy_Vehicles_prohibited,Pass_by_on_left,Maximum_speed_20,0.10958526283502579,0.07038341462612152,0.060922689735889435
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00054_00006.png,End_maximum_speed_80,Maximum_speed_80,Watch_for_children,0.0736566036939621,0.047773197293281555,0.04513552412390709
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00038_00025.png,Maximum_speed_50,Maximum_speed_30,Maximum_speed_60,0.1624804586172104,0.15392380952835083,0.13539908826351166
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00063_00013.png,Maximum_speed_30,Maximum_speed_50,Maximum_speed_60,0.14879390597343445,0.13876578211784363,0.1330847442150116
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00059_00014.png,Maximum_speed_30,Maximum_speed_60,Maximum_speed_50,0.18015679717063904,0.1584967076778412,0.15732808411121368
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00020_00027.png,Maximum_speed_120,Maximum_speed_70,Maximum_speed_20,0.15033668279647827,0.14147141575813293,0.12487000226974487
/home/seba/Desktop/scripts/python-work/computer-vision/unsupervised-ml/data/train/1/00001_00035_00005.png,Maximum_speed_50,Maximum_speed_60,End_maximum_speed_80,0.10536015033721924,0.10365667939186096,0.09452424943447113
