,label_1st,label_2nd,label_3rd,scores_1st,scores_2nd,scores_3rd
data/train/13/00013_00062_00016.png,Yield,General danger,Road narrows,0.10101392865180969,0.07207225263118744,0.06329844146966934
data/train/13/00013_00051_00000.png,General danger,Yield,Road narrows,0.09116633236408234,0.07060837000608444,0.047922492027282715
data/train/13/00013_00069_00023.png,Road narrows,Yield,General danger,0.07155697047710419,0.06772332638502121,0.05576233193278313
data/train/13/00013_00025_00024.png,Roundabout,Double curve,Watch for children,0.12373864650726318,0.07950374484062195,0.051816828548908234
data/train/13/00013_00048_00018.png,Yield,Roundabout,Road closed,0.22360865771770477,0.06238401308655739,0.04303727298974991
data/train/13/00013_00002_00006.png,General danger,End maximum speed 80,Yield,0.08915013074874878,0.05514644458889961,0.054963938891887665
data/train/13/00013_00065_00013.png,Yield,Snow,Road narrows,0.09694802016019821,0.08020014315843582,0.04672477766871452
data/train/13/00013_00030_00011.png,Yield,General danger,Road narrows,0.06947572529315948,0.05796704441308975,0.05422966554760933
data/train/13/00013_00011_00015.png,Yield,General danger,Road narrows,0.10071483254432678,0.056936830282211304,0.0503913089632988
data/train/13/00013_00032_00002.png,General danger,End maximum speed 80,Yield,0.06813271343708038,0.04427429661154747,0.044133663177490234
data/train/13/00013_00022_00018.png,Road narrows,Yield,Roadworks,0.086136095225811,0.07963870465755463,0.06273045390844345
data/train/13/00013_00047_00013.png,Yield,General danger,Road narrows,0.1046699807047844,0.06974226236343384,0.05974424630403519
data/train/13/00013_00032_00009.png,Yield,General danger,Road narrows,0.06525083631277084,0.051994726061820984,0.04761413112282753
data/train/13/00013_00019_00003.png,Uneven road surface,Double curve,Bypass on right,0.10536931455135345,0.05581347644329071,0.05008205398917198
data/train/13/00013_00006_00011.png,Road narrows,Roadworks,No passing,0.047075055539608,0.042671531438827515,0.04080422222614288
data/train/13/00013_00040_00026.png,Uneven road surface,Curve left,Double curve,0.07694495469331741,0.0752052590250969,0.07445452362298965
data/train/13/00013_00066_00024.png,Yield,End of no passing zone for trucks,General danger,0.08410248905420303,0.053985778242349625,0.051327046006917953
data/train/13/00013_00008_00009.png,Yield,General danger,End of no passing zone for trucks,0.16188833117485046,0.05515458434820175,0.05378185585141182
data/train/13/00013_00042_00003.png,General danger,End of no passing zone,Roundabout,0.05788634717464447,0.05485149472951889,0.04365583881735802
data/train/13/00013_00063_00009.png,General danger,Priority,Road narrows,0.07400111109018326,0.058798301964998245,0.054504044353961945
data/train/13/00013_00069_00018.png,Yield,General danger,Cattle,0.07399819791316986,0.06183570995926857,0.054010551422834396
data/train/13/00013_00046_00024.png,General danger,Uneven road surface,Yield,0.0678306519985199,0.05414991080760956,0.04454810917377472
data/train/13/00013_00005_00004.png,End maximum speed 80,End of no passing zone,Maximum speed 120,0.09729494154453278,0.05010588467121124,0.04368362948298454
data/train/13/00013_00017_00002.png,Heavy Vehicles prohibited,Uneven road surface,Roadworks,0.12054488807916641,0.0820055902004242,0.06417886912822723
data/train/13/00013_00069_00012.png,Yield,Cattle,Snow,0.061336763203144073,0.05782114714384079,0.0531177893280983
data/train/13/00013_00056_00017.png,Double curve,Curve left,Bypass on right,0.0646338164806366,0.05987829715013504,0.059269484132528305
data/train/13/00013_00026_00011.png,Yield,Watch for children,Road narrows,0.06466738879680634,0.05882016196846962,0.0551723912358284
data/train/13/00013_00044_00012.png,Yield,Priority,General danger,0.05883127823472023,0.04994041100144386,0.038307152688503265
data/train/13/00013_00006_00001.png,No passing,Double curve,Maximum speed 20,0.04373660311102867,0.043393343687057495,0.04010114073753357
data/train/13/00013_00048_00024.png,Yield,Roundabout,Turn left ahead,0.11896674335002899,0.05385847017168999,0.05080422759056091
data/train/13/00013_00019_00017.png,Watch for children,Double curve,Curve left,0.10190802812576294,0.062373124063014984,0.05753275379538536
data/train/13/00013_00060_00026.png,Heavy Vehicles prohibited,General danger,Road narrows,0.061597198247909546,0.05209173262119293,0.05205696448683739
data/train/13/00013_00021_00024.png,Uneven road surface,Road narrows,Double curve,0.09613289684057236,0.06412265449762344,0.053747814148664474
data/train/13/00013_00039_00023.png,General danger,Heavy Vehicles prohibited,Yield,0.08709285408258438,0.06748627126216888,0.05694491043686867
data/train/13/00013_00010_00007.png,Roundabout,Yield,Heavy Vehicles prohibited,0.06680472940206528,0.047827403992414474,0.042531274259090424
data/train/13/00013_00025_00006.png,Road narrows,Double curve,Roundabout,0.044173646718263626,0.043735772371292114,0.04277440905570984
data/train/13/00013_00002_00012.png,Yield,General danger,End of no passing zone,0.07321459800004959,0.07063819468021393,0.04103599861264229
data/train/13/00013_00051_00024.png,Yield,Double curve,Road narrows,0.08017654716968536,0.06695909798145294,0.05650191381573677
data/train/13/00013_00018_00002.png,Yield,General danger,Priority,0.041999801993370056,0.04195888713002205,0.039730269461870193
data/train/13/00013_00015_00013.png,Double curve,Yield,Curve left,0.08314283937215805,0.07575181871652603,0.058955974876880646
data/train/13/00013_00015_00020.png,Double curve,Yield,Curve left,0.06874694675207138,0.06838078051805496,0.06034582480788231
data/train/13/00013_00008_00024.png,Yield,Double curve,Heavy Vehicles prohibited,0.1311085820198059,0.05983521789312363,0.04601466283202171
data/train/13/00013_00023_00005.png,End maximum speed 80,End of no passing zone,End of all restrictions,0.06133284419775009,0.05265433341264725,0.046157415956258774
data/train/13/00013_00044_00006.png,Road narrows,Priority,General danger,0.06485521048307419,0.05808496102690697,0.05797560513019562
data/train/13/00013_00034_00023.png,Yield,General danger,End of no passing zone for trucks,0.07823626697063446,0.05397007241845131,0.052275583148002625
data/train/13/00013_00006_00004.png,General danger,Do not enter,No passing,0.04676384478807449,0.03571932017803192,0.03547448664903641
data/train/13/00013_00067_00000.png,Yield,Roundabout,Double curve,0.06728712469339371,0.049058184027671814,0.04844984784722328
data/train/13/00013_00002_00028.png,Yield,Double curve,Roundabout,0.1010209247469902,0.07357682287693024,0.0679670199751854
data/train/13/00013_00030_00024.png,Yield,General danger,Curve left,0.101988285779953,0.07328321784734726,0.053476959466934204
data/train/13/00013_00049_00020.png,Yield,Roundabout,End of no passing zone,0.08670829981565475,0.08495323359966278,0.03724806010723114
data/train/13/00013_00003_00007.png,Yield,Maximum speed 20,General danger,0.06046253442764282,0.04596502333879471,0.04305735602974892
data/train/13/00013_00011_00001.png,Yield,Road narrows,Double curve,0.08082032948732376,0.04854881390929222,0.0460352823138237
data/train/13/00013_00028_00003.png,Road narrows,Yield,Curve left,0.07132220268249512,0.06690395623445511,0.06144887953996658
data/train/13/00013_00049_00001.png,End maximum speed 80,General danger,Maximum speed 70,0.07509323209524155,0.04694824665784836,0.046474799513816833
data/train/13/00013_00003_00004.png,General danger,Priority,Yield,0.06785807013511658,0.06439689546823502,0.05373772233724594
data/train/13/00013_00018_00025.png,Slippery when wet or dirty,General danger,Road narrows,0.0585244745016098,0.05766000971198082,0.052430592477321625
data/train/13/00013_00001_00028.png,Uneven road surface,Curve left,Road narrows,0.1278764307498932,0.09048895537853241,0.07439841330051422
data/train/13/00013_00055_00000.png,Bypass on right,Heavy Vehicles prohibited,Road narrows,0.07713095098733902,0.060301072895526886,0.05725591629743576
data/train/13/00013_00063_00021.png,Road narrows,Bypass on right,Yield,0.07019887864589691,0.050461962819099426,0.04158082976937294
data/train/13/00013_00034_00001.png,Yield,General danger,End maximum speed 80,0.07356410473585129,0.06670841574668884,0.05055393651127815
data/train/13/00013_00028_00024.png,Road narrows,Yield,Double curve,0.0672411397099495,0.059279914945364,0.056429728865623474
data/train/13/00013_00036_00012.png,Yield,Curve left,Heavy Vehicles prohibited,0.08274861425161362,0.04579104855656624,0.037159327417612076
data/train/13/00013_00027_00005.png,Road narrows,Yield,General danger,0.0658641830086708,0.05954738333821297,0.041320182383060455
data/train/13/00013_00024_00016.png,Yield,General danger,End maximum speed 80,0.08871738612651825,0.07609386742115021,0.04023655876517296
data/train/13/00013_00060_00017.png,General danger,Yield,Slippery when wet or dirty,0.10405170172452927,0.0886135995388031,0.04224259778857231
data/train/13/00013_00055_00019.png,Bypass on right,Bypass on left,Uneven road surface,0.06928075850009918,0.06620456278324127,0.05514490604400635
data/train/13/00013_00014_00018.png,Roundabout,Uneven road surface,Bypass on right,0.07850206643342972,0.05285237729549408,0.050100941210985184
data/train/13/00013_00056_00015.png,Curve left,Roundabout,Double curve,0.07699856907129288,0.06893686950206757,0.06080849841237068
data/train/13/00013_00068_00009.png,Road narrows,Roundabout,Double curve,0.0658235251903534,0.04535410553216934,0.0408383384346962
data/train/13/00013_00029_00014.png,General danger,Yield,Double curve,0.07181498408317566,0.057522326707839966,0.0407312847673893
data/train/13/00013_00070_00011.png,Uneven road surface,Bypass on left,Bypass on right,0.1152573674917221,0.08912414312362671,0.0841207206249237
data/train/13/00013_00061_00012.png,Watch for children,Yield,Heavy Vehicles prohibited,0.08288924396038055,0.07345373183488846,0.05124826729297638
