,label_1,score_1,label_2,score_2,label_3,score_3,label_4,score_4,label_5,score_5,label_6,score_6,label_7,score_7,label_8,score_8,label_9,score_9,label_10,score_10,label_11,score_11,label_12,score_12,label_13,score_13,label_14,score_14,label_15,score_15,label_16,score_16,label_17,score_17,label_18,score_18,label_19,score_19,label_20,score_20,label_21,score_21,label_22,score_22,label_23,score_23,label_24,score_24,label_25,score_25,label_26,score_26,label_27,score_27,label_28,score_28,label_29,score_29,label_30,score_30,label_31,score_31,label_32,score_32,label_33,score_33,label_34,score_34,label_35,score_35,label_36,score_36,label_37,score_37,label_38,score_38,label_39,score_39,label_40,score_40,label_41,score_41,label_42,score_42,label_43,score_43
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00004_00017.png,Watch for children,0.04544084519147873,General warning,0.04187604412436485,Ahead or turn left only,0.04151918739080429,Turn right ahead,0.04123515263199806,End of no overtaking zone,0.04102655127644539,Do not enter,0.039417166262865067,Bypass on right,0.03925817459821701,Give way,0.03714068606495857,Ahead or turn right only,0.03611593693494797,Roundabout,0.03531047701835632,Turn left ahead,0.03497926890850067,Heavy vehicles prohibited,0.03394448012113571,Double bend,0.029859494417905807,Left bend,0.028899939730763435,Right bend,0.028838491067290306,Cattle on the road,0.0276477187871933,Bypass on left,0.024563435465097427,Priority road,0.024512002244591713,Speed limit 20,0.024506812915205956,Narrow road,0.02429412491619587,Uneven road,0.022930733859539032,End of no overtaking zone for trucks,0.020492227748036385,Speed limit 120,0.018678858876228333,End of all restrictions,0.018304795026779175,Speed limit 30,0.01825382187962532,Speed limit 70,0.017702370882034302,Snow,0.017679864540696144,No overtaking,0.01676372066140175,Pedestrian crossing,0.016201041638851166,Straight ahead only,0.01587090641260147,Roadworks ahead,0.01506394986063242,Speed limit 60,0.013513569720089436,Speed limit 50,0.013118927367031574,Speed limit 80,0.013099624775350094,Yield,0.011811229400336742,Stop,0.01092303916811943,Traffic signals ahead,0.010823100805282593,End of speed limit 80,0.010813484899699688,Speed limit 100,0.009772654622793198,No overtaking for trucks,0.00797826237976551,Bicycle crossing,0.007306561339646578,Road closed,0.0070818159729242325,Slippery road,0.005429506301879883
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00002_00022.png,Watch for children,0.05942933261394501,Cattle on the road,0.058169033378362656,Roundabout,0.05188285931944847,Left bend,0.046573542058467865,Bypass on right,0.04625483974814415,Turn left ahead,0.04485876113176346,Do not enter,0.041792310774326324,General warning,0.04086438938975334,Stop,0.04068869724869728,Turn right ahead,0.03697998821735382,Right bend,0.033511001616716385,Ahead or turn left only,0.03323018178343773,Bypass on left,0.02933431603014469,Ahead or turn right only,0.02817278727889061,End of no overtaking zone,0.02578912302851677,Double bend,0.025740915909409523,No overtaking,0.02291637659072876,Straight ahead only,0.022168651223182678,Traffic signals ahead,0.021945761516690254,Roadworks ahead,0.02114105224609375,Priority road,0.019909560680389404,Uneven road,0.01917552761733532,Give way,0.01793995313346386,Heavy vehicles prohibited,0.017209235578775406,Narrow road,0.01664537563920021,Road closed,0.016186604276299477,End of all restrictions,0.01566518284380436,Snow,0.014760549180209637,Yield,0.012491350062191486,End of no overtaking zone for trucks,0.01225245650857687,Speed limit 20,0.011572127230465412,Pedestrian crossing,0.010716808959841728,Speed limit 100,0.00957854650914669,Speed limit 120,0.00931435264647007,No overtaking for trucks,0.009037773124873638,Speed limit 60,0.008349522016942501,Slippery road,0.008128230459988117,Speed limit 30,0.00801579374819994,Speed limit 50,0.007976810447871685,Speed limit 70,0.007538102101534605,Speed limit 80,0.006425949744880199,End of speed limit 80,0.005999705754220486,Bicycle crossing,0.0036666023079305887
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00007_00012.png,Speed limit 70,0.22181785106658936,Speed limit 20,0.1457202434539795,Speed limit 120,0.08765468001365662,General warning,0.04883512109518051,Speed limit 30,0.039182912558317184,End of no overtaking zone,0.03865461051464081,Heavy vehicles prohibited,0.029386861249804497,Priority road,0.02775656059384346,Turn left ahead,0.023945866152644157,End of all restrictions,0.02148512937128544,Ahead or turn left only,0.021091200411319733,End of speed limit 80,0.01998627558350563,Turn right ahead,0.017056312412023544,Do not enter,0.016927000135183334,Stop,0.016727689653635025,Give way,0.01579914055764675,Speed limit 100,0.014613238163292408,Speed limit 80,0.014562264084815979,End of no overtaking zone for trucks,0.013658393174409866,Roadworks ahead,0.013455568812787533,Ahead or turn right only,0.012565146200358868,Speed limit 60,0.01225767470896244,Roundabout,0.011939996853470802,Traffic signals ahead,0.011135733686387539,Watch for children,0.010266979224979877,Speed limit 50,0.010001732967793941,Left bend,0.008285719901323318,Bypass on right,0.007145585026592016,Bypass on left,0.00694078765809536,Uneven road,0.006921195890754461,Narrow road,0.006882165092974901,Straight ahead only,0.006770635023713112,No overtaking,0.006112980656325817,Right bend,0.005780791398137808,Double bend,0.005203369539231062,Pedestrian crossing,0.004254146944731474,Slippery road,0.004127186723053455,Yield,0.004053153563290834,Snow,0.0032687801867723465,Road closed,0.0032163290306925774,No overtaking for trucks,0.002837696811184287,Cattle on the road,0.0009728793520480394,Bicycle crossing,0.0007424335926771164
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00004_00013.png,Cattle on the road,0.10324696451425552,Watch for children,0.08701930940151215,Bypass on right,0.04283589497208595,Do not enter,0.04199744015932083,Roundabout,0.033851612359285355,General warning,0.03235193341970444,Pedestrian crossing,0.031815577298402786,Ahead or turn right only,0.03148728609085083,Turn right ahead,0.02713203802704811,Ahead or turn left only,0.0268314927816391,Bypass on left,0.02618730440735817,Straight ahead only,0.0246147308498621,Turn left ahead,0.023512057960033417,End of no overtaking zone,0.022951330989599228,Give way,0.022904712706804276,No overtaking,0.02244550734758377,Speed limit 20,0.02212122082710266,Speed limit 100,0.020647816359996796,Stop,0.02064206823706627,Speed limit 120,0.02063041739165783,End of no overtaking zone for trucks,0.018724150955677032,Traffic signals ahead,0.01842823438346386,Left bend,0.018103504553437233,Priority road,0.018079107627272606,Roadworks ahead,0.017603740096092224,Yield,0.017568722367286682,No overtaking for trucks,0.017314299941062927,Right bend,0.016438782215118408,Narrow road,0.01594037003815174,Heavy vehicles prohibited,0.015116180293262005,Speed limit 30,0.013913598842918873,Double bend,0.01335273589938879,Speed limit 60,0.012966499663889408,Road closed,0.01293251384049654,Snow,0.012836082838475704,Uneven road,0.011768384836614132,Speed limit 50,0.011658486910164356,Speed limit 80,0.011308482848107815,Speed limit 70,0.010605661198496819,End of speed limit 80,0.0077932183630764484,End of all restrictions,0.007699090056121349,Slippery road,0.007312315050512552,Bicycle crossing,0.007309108041226864
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00000_00013.png,General warning,0.06221471354365349,Speed limit 20,0.05535760894417763,Roundabout,0.04839227721095085,Watch for children,0.04578360542654991,Speed limit 70,0.044751618057489395,Roadworks ahead,0.042322807013988495,Heavy vehicles prohibited,0.041581783443689346,Priority road,0.037513744086027145,Bypass on right,0.036306485533714294,End of no overtaking zone,0.03591657429933548,Speed limit 30,0.03511931374669075,Speed limit 120,0.03478372469544411,Turn right ahead,0.03307843208312988,Give way,0.028518110513687134,End of no overtaking zone for trucks,0.02713530883193016,Turn left ahead,0.026731077581644058,Ahead or turn left only,0.025663277134299278,Speed limit 50,0.024425050243735313,Bypass on left,0.023307789117097855,Speed limit 60,0.02322493866086006,End of speed limit 80,0.022927885875105858,Speed limit 80,0.022485964000225067,No overtaking,0.020681919530034065,Ahead or turn right only,0.020255140960216522,Speed limit 100,0.018741413950920105,Do not enter,0.015080361627042294,Right bend,0.01456848718225956,No overtaking for trucks,0.013746836222708225,End of all restrictions,0.013338002376258373,Slippery road,0.011654534377157688,Uneven road,0.011320549063384533,Pedestrian crossing,0.01097933016717434,Narrow road,0.009510756470263004,Double bend,0.009064829908311367,Left bend,0.00887183379381895,Snow,0.008511479012668133,Straight ahead only,0.0077352141961455345,Stop,0.006301820278167725,Traffic signals ahead,0.006172075401991606,Yield,0.006079991348087788,Cattle on the road,0.004652115982025862,Road closed,0.003257869044318795,Bicycle crossing,0.0019332669908180833
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00006_00017.png,General warning,0.05649776756763458,Watch for children,0.05570944398641586,Roundabout,0.042726702988147736,Turn left ahead,0.039534665644168854,Give way,0.03915315121412277,Ahead or turn left only,0.03679297864437103,End of no overtaking zone,0.034299083054065704,End of all restrictions,0.03422386571764946,Turn right ahead,0.033947236835956573,Heavy vehicles prohibited,0.03327794000506401,Priority road,0.03209569305181503,Stop,0.02927389182150364,Speed limit 20,0.026699824258685112,Speed limit 120,0.025467725470662117,Traffic signals ahead,0.024436170235276222,Do not enter,0.02419103868305683,Ahead or turn right only,0.02410251647233963,Cattle on the road,0.02351572923362255,Speed limit 70,0.022296329960227013,Bypass on right,0.022096630185842514,Speed limit 100,0.02177285961806774,Speed limit 60,0.019483886659145355,Speed limit 30,0.01892225258052349,End of no overtaking zone for trucks,0.018447572365403175,Left bend,0.017796369269490242,Snow,0.017629608511924744,Straight ahead only,0.017214059829711914,Roadworks ahead,0.017102984711527824,Speed limit 50,0.016868041828274727,No overtaking,0.0168630238622427,Bypass on left,0.016319096088409424,Double bend,0.01617046445608139,Yield,0.016161121428012848,Speed limit 80,0.016117870807647705,End of speed limit 80,0.015196048654615879,No overtaking for trucks,0.013724271208047867,Narrow road,0.013218657113611698,Pedestrian crossing,0.013024050742387772,Right bend,0.012206456623971462,Uneven road,0.008364585228264332,Road closed,0.006502428092062473,Slippery road,0.0054295118898153305,Bicycle crossing,0.005126292817294598
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00003_00004.png,No overtaking for trucks,0.09430762380361557,End of no overtaking zone for trucks,0.07497664541006088,End of no overtaking zone,0.06648152321577072,Bypass on right,0.03514258936047554,Speed limit 120,0.033729519695043564,Speed limit 20,0.03356323763728142,General warning,0.03177285194396973,No overtaking,0.02958591654896736,Speed limit 30,0.029554668813943863,Heavy vehicles prohibited,0.029545314610004425,Speed limit 60,0.029128730297088623,Speed limit 100,0.028240986168384552,Bypass on left,0.027464039623737335,Speed limit 70,0.02736589126288891,End of all restrictions,0.02569856122136116,Speed limit 50,0.02559026889503002,Roadworks ahead,0.025292662903666496,Speed limit 80,0.024840671569108963,Stop,0.022185765206813812,Turn left ahead,0.021192308515310287,End of speed limit 80,0.021166615188121796,Turn right ahead,0.019985830411314964,Yield,0.01929025910794735,Do not enter,0.019251776859164238,Ahead or turn left only,0.01821824721992016,Ahead or turn right only,0.01805269718170166,Traffic signals ahead,0.016783850267529488,Double bend,0.01484705414623022,Narrow road,0.01342637650668621,Pedestrian crossing,0.013327838853001595,Priority road,0.013010610826313496,Roundabout,0.012305588461458683,Right bend,0.012080403976142406,Watch for children,0.01144083496183157,Cattle on the road,0.010133427567780018,Left bend,0.010124308988451958,Give way,0.00988961011171341,Straight ahead only,0.009207638911902905,Road closed,0.008420798927545547,Bicycle crossing,0.00404528621584177,Slippery road,0.003546186489984393,Snow,0.0035293777473270893,Uneven road,0.002255620202049613
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00002_00000.png,Bypass on right,0.0604424886405468,General warning,0.0515616275370121,Cattle on the road,0.04687357693910599,Watch for children,0.045729972422122955,Narrow road,0.040729910135269165,Bypass on left,0.04023566097021103,No overtaking for trucks,0.0332602858543396,Do not enter,0.03071916662156582,Straight ahead only,0.029658978804945946,Turn right ahead,0.029147354885935783,Speed limit 20,0.027981752529740334,Right bend,0.026893625035881996,Priority road,0.026461584493517876,Speed limit 120,0.02626502327620983,End of no overtaking zone for trucks,0.025590909644961357,Heavy vehicles prohibited,0.024472497403621674,Left bend,0.024241792038083076,Double bend,0.02419559843838215,Turn left ahead,0.024062639102339745,End of no overtaking zone,0.023383820429444313,Speed limit 100,0.022225160151720047,Stop,0.0211933646351099,Speed limit 30,0.020541822537779808,Traffic signals ahead,0.01916400156915188,Ahead or turn left only,0.01912463642656803,Speed limit 50,0.019020162522792816,Speed limit 60,0.01900971680879593,Roadworks ahead,0.01898413524031639,No overtaking,0.018835285678505898,Ahead or turn right only,0.018812021240592003,Pedestrian crossing,0.01816440187394619,Give way,0.01804419979453087,Speed limit 70,0.01757062040269375,Speed limit 80,0.015930024906992912,Yield,0.013190117664635181,End of all restrictions,0.010923922061920166,End of speed limit 80,0.010307527147233486,Roundabout,0.009327415376901627,Road closed,0.007615617476403713,Snow,0.0067813815549016,Uneven road,0.006494184024631977,Bicycle crossing,0.004165205173194408,Slippery road,0.0026668196078389883
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00007_00019.png,General warning,0.09855861961841583,Heavy vehicles prohibited,0.07462247461080551,Priority road,0.054447516798973083,Give way,0.03945046663284302,Turn left ahead,0.038225769996643066,Bypass on right,0.03768104314804077,Stop,0.037233948707580566,Watch for children,0.035767123103141785,End of all restrictions,0.03575102984905243,Speed limit 70,0.03275259584188461,Speed limit 20,0.031566668301820755,Bypass on left,0.03138972818851471,End of no overtaking zone,0.029051749035716057,Ahead or turn left only,0.02863895334303379,Traffic signals ahead,0.02736075222492218,Roundabout,0.02732049487531185,Do not enter,0.0244120042771101,Turn right ahead,0.023399902507662773,Speed limit 30,0.021954603493213654,Speed limit 120,0.018183793872594833,Roadworks ahead,0.017717666923999786,Speed limit 60,0.0171278677880764,Left bend,0.01674492470920086,End of speed limit 80,0.01643054187297821,Narrow road,0.016274934634566307,Ahead or turn right only,0.01597735658288002,Pedestrian crossing,0.014835520647466183,Speed limit 80,0.01447691023349762,Speed limit 50,0.014085560105741024,Right bend,0.013257041573524475,No overtaking,0.012652347795665264,End of no overtaking zone for trucks,0.011653043329715729,Double bend,0.01070108450949192,Uneven road,0.010481004603207111,Speed limit 100,0.01000923104584217,Road closed,0.00833507813513279,No overtaking for trucks,0.005907615181058645,Cattle on the road,0.00574363162741065,Straight ahead only,0.005432073026895523,Slippery road,0.004911195486783981,Yield,0.003916599787771702,Snow,0.0029356644954532385,Bicycle crossing,0.002623879350721836
/home/seba/Desktop/scripts/unsupervised_ml/data/train/42/00042_00003_00005.png,Cattle on the road,0.06257558614015579,No overtaking for trucks,0.05870768055319786,General warning,0.05201123282313347,End of no overtaking zone for trucks,0.047685422003269196,End of no overtaking zone,0.046808164566755295,Bypass on right,0.036136139184236526,Roadworks ahead,0.03534121438860893,Do not enter,0.0340174101293087,Heavy vehicles prohibited,0.033701542764902115,Watch for children,0.030294110998511314,Speed limit 120,0.028250521048903465,Speed limit 20,0.027469433844089508,No overtaking,0.025529570877552032,Stop,0.024994751438498497,Bypass on left,0.02449929714202881,Double bend,0.024011509492993355,Speed limit 100,0.023742543533444405,Roundabout,0.023303579539060593,Priority road,0.021453160792589188,Left bend,0.021290799602866173,Speed limit 70,0.01996000111103058,End of all restrictions,0.019686752930283546,Speed limit 30,0.018831506371498108,Speed limit 60,0.018071815371513367,Right bend,0.01800287328660488,Turn left ahead,0.017626436427235603,Straight ahead only,0.017496973276138306,Yield,0.017224984243512154,Ahead or turn left only,0.017207514494657516,Speed limit 50,0.017198294401168823,Narrow road,0.017037853598594666,Turn right ahead,0.016684459522366524,Speed limit 80,0.016211187466979027,Ahead or turn right only,0.016102341935038567,Traffic signals ahead,0.01302061416208744,End of speed limit 80,0.011928599327802658,Road closed,0.010284919291734695,Give way,0.009242812171578407,Pedestrian crossing,0.008244422264397144,Snow,0.007782486267387867,Slippery road,0.004773544613271952,Uneven road,0.003181340405717492,Bicycle crossing,0.002374538453295827
